［港澳台］,#genre#
湖南|湘潭综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
湖南|湘潭公共,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8
湖南|新田电视台,https://hlsv2.quklive.com/live/1625110020460086/index.m3u8
湖南|宜章综合,http://hnyz.chinashadt.com:2036/live/stream:tv1.stream_360p/playlist.m3u8
湖南|张家界公共,http://stream.zjjrtv.com/zjjtv2/hd/live.m3u8
湖南|张家界新闻,http://stream.zjjrtv.com/zjjtv1/hd/live.m3u8
山东|山东新闻,http://livealone.iqilu.com/iqilu/ggpdhjOF03kn.flv
山东|山东齐鲁,http://livealone.iqilu.com/iqilu/qlpdhjOF03kn.flv
山东|山东生活,http://livealone.iqilu.com/iqilu/shpdhjOF03kn.flv
山东|山东文旅,http://livealone.iqilu.com/iqilu/yspdhjOF03kn.flv
山东|山东农科,http://livealone.iqilu.com/iqilu/nkpdhjOF03kn.flv
山东|山东综艺,http://livealone.iqilu.com/iqilu/zypdhjOF03kn.flv
山东|山东体育,http://livealone.iqilu.com/iqilu/typdhjOF03kn.flv
山东|山东少儿,http://livealone.iqilu.com/iqilu/sepdhjOF03kn.flv
山东|淄博新闻综合,http://live.qiyuevod.com/tyoetv/sdzb.php?id=zbxwzh
山东|淄博民生,http://live.qiyuevod.com/tyoetv/sdzb.php?id=zbms
山东|淄博文旅,http://live.qiyuevod.com/tyoetv/sdzb.php?id=zbwl
山东|淄博影视,http://live.qiyuevod.com/tyoetv/sdzb.php?id=zbys
山东|济南新闻综合,http://live.cooltv.top/tv/jinan.php?id=jnxw
山东|济南都市,http://live.cooltv.top/tv/jinan.php?id=jnds
山东|济南文旅体育,http://live.cooltv.top/tv/jinan.php?id=jnwlty
山东|济南鲁中,http://live.cooltv.top/tv/jinan.php?id=jnlz
山东|济南生活,http://live.cooltv.top/tv/jinan.php?id=jnsh
山东|济南少儿,http://live.cooltv.top/tv/jinan.php?id=jnse
山东|烟台公共频道,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-
山东|烟台经济科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-
山东|烟台新闻综合,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-
山东|烟台影视频道,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-
山东|枣庄新闻综合,http://stream.zztvzd.com/1/sd/live.m3u8
山东|枣庄教育频道,http://stream.zztvzd.com/2/sd/live.m3u8
山东|青州综合,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8
山东|青州文化旅游,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8
山东|日照新闻综合,http://live.rzw.com.cn/xwzh/sd/live.m3u8
山东|日照公共,http://live.rzw.com.cn/kzpd/sd/live.m3u8
山东|日照科教,http://live.rzw.com.cn/ggpd/sd/live.m3u8
山东|日照导视,http://live.rzw.com.cn/fcpd/sd/live.m3u8
山东|菏泽影视,http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8
山东|聊城新闻综合,http://m3u8.channellive.lcbtv.com/cms/videos/nmip-media-dz/channellive/channel2/playlist.m3u8
山东|聊城公共,http://m3u8.channellive.lcbtv.com/cms/videos/nmip-media-dz/channellive/channel3/playlist.m3u8
山东|青岛电视城阳区,http://pili-live-rtmp.56.i2863.com/i2863-56/live_56_307317.m3u8
山东|泰安新泰乡村,http://live.xtgdw.cn:1935/live/xtxc/playlist.m3u8
山东|泰安新泰新闻综合,http://live.xtgdw.cn:1935/live/xtzh/playlist.m3u8
山东|泰安新泰影视,http://live.xtgdw.cn:1935/live/xtys/playlist.m3u8
四川|四川新闻,http://caohm.320.io:20000/meytv/239.93.0.47:5140
四川|四川经济,http://caohm.320.io:20000/meytv/239.93.1.101:5140
四川|四川科教,http://caohm.320.io:20000/meytv/239.93.42.44:5140
四川|四川乡村,http://caohm.320.io:20000/meytv/239.93.0.52:5140
四川|四川文化旅游,http://caohm.320.io:20000/meytv/239.93.1.102:5140
四川|四川影视文艺,http://caohm.320.io:20000/meytv/239.93.0.166:5140
四川|四川妇女儿童,http://caohm.320.io:20000/meytv/239.93.0.219:5140
四川|成都-1,http://caohm.320.io:20000/meytv/239.93.0.16:5140
四川|成都-2,http://caohm.320.io:20000/meytv/239.93.0.17:1239
四川|成都-3,http://caohm.320.io:20000/meytv/239.93.0.18:1238
四川|成都-4,http://caohm.320.io:20000/meytv/239.93.0.19:1250
四川|成都-5,http://caohm.320.io:20000/meytv/239.93.1.231:5140
四川|成都-6,http://caohm.320.io:20000/meytv/239.93.0.21:1251
四川|成都-8,http://caohm.320.io:20000/meytv/239.93.0.22:1252
四川|成都新闻综合,http://live.qiyuevod.com/tyoetv/cdtv.php?id=cdxwzh
四川|成都经济资讯,http://live.qiyuevod.com/tyoetv/cdtv.php?id=cdjjzx
四川|成都都市生活,http://live.qiyuevod.com/tyoetv/cdtv.php?id=cddssh
四川|成都影视文艺,http://live.qiyuevod.com/tyoetv/cdtv.php?id=cdyswy
四川|成都公共,http://live.qiyuevod.com/tyoetv/cdtv.php?id=cdgg
四川|成都少儿,http://live.qiyuevod.com/tyoetv/cdtv.php?id=cdse
四川|成都时尚,http://live.qiyuevod.com/tyoetv/cdtv.php?id=cdss
四川|成都汽车,http://live.qiyuevod.com/tyoetv/cdtv.php?id=cdqc
四川|成都美食旅游,http://live.qiyuevod.com/tyoetv/cdtv.php?id=cdmsly
四川|成都蓉城先锋,http://live.qiyuevod.com/tyoetv/cdtv.php?id=cdrcxf
四川|成都资讯新干线,http://live.qiyuevod.com/tyoetv/cdtv.php?id=cdzxxgx
四川|金牛电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=jntv
四川|温江电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=wjtv
四川|高新电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=gxtv
四川|新津电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=xjtv
四川|彭州电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=pztv
四川|蒲江电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=pjtv
四川|锦江电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=jjtv
四川|金堂电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=jttv
四川|邛崃电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=qltv
四川|武侯电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=whtv
四川|新都电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=xdzh
四川|崇州电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=cztv
四川|青羊电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=qytv
四川|青白江电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=qbjtv
四川|都江堰电视台,http://live.qiyuevod.com/tyoetv/cdtv.php?id=djytv
四川|郫都新闻综合,http://live.qiyuevod.com/tyoetv/cdtv.php?id=pdxwzh
四川|简阳新闻综合,http://live.qiyuevod.com/tyoetv/cdtv.php?id=jyxwzh
四川|龙泉综合,http://live.qiyuevod.com/tyoetv/cdtv.php?id=lqzh
四川|大邑综合,http://live.qiyuevod.com/tyoetv/cdtv.php?id=dyxwzh
四川|双流综合,http://live.qiyuevod.com/tyoetv/cdtv.php?id=slzh
四川|成华有线,http://live.qiyuevod.com/tyoetv/cdtv.php?id=chyx
四川|巴中综合,http://ocj2.kksmg.com/ocj1/ocj1.m3u8
四川|洪雅新闻综合,http://api2.52tb.xyz/info?id=607&token=20230218htjgzi
四川|朝天新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel8/playlist.m3u8
四川|大竹新闻综合,http://60.255.120.30:89/live1/live1.m3u8
四川|大竹阳光政务,http://60.255.120.30:89/live2/live2.m3u8
四川|德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
四川|广安公共,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
四川|广元公共,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel2/playlist.m3u8
四川|广元综合,http://tv.dzsm.com:8100/chan/ch1.flv
四川|黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8
四川|洪雅新闻综合,http://117.172.215.250:8083/videos/live/35/39/GQVbrgob5CGJM/GQVbrgob5CGJM.M3U8
四川|会东综合,http://112.45.133.129:90/live/xwzh.m3u8
四川|剑阁新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel10/playlist.m3u8
四川|金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8
四川|金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
四川|乐至综合,http://175.155.106.72:89/live1/live1.m3u8
四川|雷波综合,http://lbzb.yd-data.com/live/0000.flv?auth_key=601589378470-0-0-67d1de5fa3aa9412566d7c9f807c91a0
四川|利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
四川|凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
四川|凉山,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8
四川|纳溪新闻,https://bl.ainaxi.cn/live/d1b85c45e7b74e96bdd950e047c7fd94.m3u8
四川|攀枝花新闻综合,http://zb.pzhgd.com:9095/live/xwzh.m3u8
四川|蓬安新闻综合,http://palive.patv123.com:8091/live/xwpd_800K.m3u8
四川|青川新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel11/playlist.m3u8
四川|松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
四川|旺苍新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel9/playlist.m3u8
四川|汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8
四川|武胜综合,http://live2.gatv.com.cn:86/live/WS.m3u8
四川|营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8
四川|筠连综合,http://118.122.78.172:89/live1/live1.m3u8
四川|中江新闻综合,https://livepgc.chinamcache.com/pgc/76664ca1f91638580f94fc7543c810cb.m3u8?auth_key=1657178327-0
重庆|重庆新闻,https://sjlivecdn9.cbg.cn/202906282314/app_2/_definst_/ls_3.stream/chunklist.m3u8
重庆|重庆新闻,http://live.qiyuevod.com/tyoetv/cqyx.php?id=CQTVNewsHD
重庆|重庆影视,http://live.qiyuevod.com/tyoetv/cqyx.php?id=cqyingshiHD
重庆|重庆社会与法,http://live.qiyuevod.com/tyoetv/cqyx.php?id=CQTVTrendyHD
重庆|重庆时尚生活,http://live.qiyuevod.com/tyoetv/cqyx.php?id=cqssgwHD
重庆|重庆文体娱乐,http://live.qiyuevod.com/tyoetv/cqyx.php?id=cqwtylHD
重庆|重庆新农村,http://live.qiyuevod.com/tyoetv/cqyx.php?id=cqggncHD
重庆|重庆少儿,http://live.qiyuevod.com/tyoetv/cqyx.php?id=cqseHD
重庆|重庆科教,http://live.qiyuevod.com/tyoetv/cqyx.php?id=CQTVkejiaoHD
重庆|重庆汽摩,http://live.qiyuevod.com/tyoetv/cqyx.php?id=cqcarSD
重庆|重庆移动,http://live.qiyuevod.com/tyoetv/cqyx.php?id=mryyHD
重庆|重广融媒,http://live.qiyuevod.com/tyoetv/cqyx.php?id=cqrongmei
重庆|北碚综合,http://222.178.181.121:12034/beibei01.m3u8
重庆|璧山综合,http://222.179.42.129:8181/hls1.m3u8
重庆|大足综合,http://218.201.85.71:3170/m3u8
重庆|垫江综合,http://125.62.24.185:80/1.m3u8
重庆|荣昌综合,http://183.64.181.25:40023/rongchang01.m3u8
重庆|万盛新闻综合,http://stream0.tv41.ru/live.m3u8
重庆|万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8
重庆|万载综合,http://live-echotv.cdnvideo.ru/echotv/echotv.sdp/playlist.m3u8
重庆|万载综合,http://ls.qingting.fm/live/273.m3u8
重庆|万州科教,http://123.146.162.24:8017/Cz7WPb8/800/live.m3u8
重庆|万州科教,http://wanzhoulive.cbg.cn:8017/Cz7WPb8/800/live.m3u8
重庆|万州三峡移民,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8
重庆|万州三峡移民,http://wanzhoulive.cbg.cn:8017/c2F0hmi/1000/live.m3u8
重庆|万州影视,http://123.146.162.24:8013/tslslive/vWlnEzU/hls/live_sd.m3u8
重庆|万州影视,http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8
重庆|万州影视文艺,http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8
重庆|万州综合,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8
重庆|万州综合,http://wanzhoulive.cbg.cn:8017/iTXwrGs/800/live.m3u8
重庆|武隆综合,https://qxlmlive9.cbg.cn/applive/wltvzh/playlist.m3u8
山西|山西经济,http://liveflash.sxrtv.com/live/sxfinance.m3u8?sub_m3u8=true&edge_slice=true
山西|山西社会与法治,http://liveflash.sxrtv.com/live/sxedu.m3u8?sub_m3u8=true&edge_slice=true
山西|山西文体生活,http://liveflash.sxrtv.com/live/sxpublic.m3u8?sub_m3u8=true&edge_slice=true
山西|山西影视,http://liveflash.sxrtv.com/live/sxfilm.m3u8?sub_m3u8=true&edge_slice=true
山西|山西黄河,http://liveflash.sxrtv.com/live/huanghe.m3u8?sub_m3u8=true&edge_slice=true
山西|山西经济,http://live.qiyuevod.com/tyoetv/titv.php?id=sxjj
山西|山西影视,http://live.qiyuevod.com/tyoetv/titv.php?id=sxys
山西|山西社会与法治,http://live.qiyuevod.com/tyoetv/titv.php?id=sxshfz
山西|山西文体生活,http://live.qiyuevod.com/tyoetv/titv.php?id=sxwtsh
山西|山西黄河,http://live.qiyuevod.com/tyoetv/titv.php?id=sxhh
山西|山西经济,http://angtv.cn/live/shanxi.php?id=sxjj
山西|山西文体生活,http://angtv.cn/live/shanxi.php?id=sxwtsh
山西|山西社会与法治,http://angtv.cn/live/shanxi.php?id=sxshfz
山西|山西影视,http://angtv.cn/live/shanxi.php?id=sxys
山西|山西黄河,http://angtv.cn/live/shanxi.php?id=sxhh
山西|大宁综合,http://live.daningtv.com/channel1/sd/live.m3u8
山西|高平综合,http://live.gprmt.cn/gpnews/hd/live.m3u8
道,http://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc.m3u8
山西|吉县新闻综合,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8
山西|交城电视台,http://sxjc.chinashadt.com:2036/live/stream:jctv.stream/playlist.m3u8
山西|晋中公共频道,http://jzlive.jztvnews.com:90/live/jzgg.m3u8
山西|晋中新闻频道,http://jzlive.jztvnews.com:90/live/jzzh.m3u8
山西|黎城综合频道,http://111.53.96.67:8081/live/1/index.m3u8
山西|临猗综合频道,http://pili-live-hls.lyzx.live.chinacici.cn/lyrmt/ceshi-ly.m3u8
山西|灵石新闻综合,https://live-stream.lsxrmtzx.com/live/video.m3u8
山西|潞城新闻综合,http://59.48.42.6:62204/lucheng.m3u8
合,https://fvsln5ps.live.sxmty.com/live/hls/7922d2cdc4734bb3921826418cfa992d/cd7756e2135a48758e73017d502d8ec1-
合,https://568slnjf.live.sxmty.com/live/hls/90c8b2efeb164cc0a6c2409eed668d6b/f77cbb89ec57435b9ba4c47589c16e4f-
合,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8
山西|运城公共频道,http://live.0359tv.com/lsdream/t667aTY/1000/live.m3u8
山西|运城科技教育,http://live.0359tv.com/lsdream/p5eq48m/1000/live.m3u8
山西|运城新闻综合,http://live.0359tv.com/lsdream/ss4Lj11/1000/live.m3u8
山西|长子综合频道,http://zzlive.zzc-media.com:8092/live/xwzh.m3u8
江西|赣州新闻,http://wb.jxgztv.com/live/gztv1.flv
江西|赣州公共,http://wb.jxgztv.com/live/gztv2.flv
江西|赣州教育,http://wb.jxgztv.com/live/gztv3.flv
江西|南昌新闻综合,http://live.cooltv.top/tv/nctv.php?id=1
江西|南昌文旅,http://live.cooltv.top/tv/nctv.php?id=2
江西|南昌资讯,http://live.cooltv.top/tv/nctv.php?id=3
江西|上饶综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_shangrao1.m3u8
江西|上饶经济,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_shangrao2.m3u8
江西|上饶鄱阳,http://pili-live-hls.poyang.jxxw.com.cn/pyxrmtzx/poyang.m3u8
江西|上饶余干,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_yugan.m3u8
江西|新余新闻综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_xinyu_hd1.m3u8
江西|新余公共,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_xinyu_hd2.m3u8
江西|新余教育,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_xinyu_hd3.m3u8
江西|井冈山综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_jgs.m3u8
江西|都昌综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_duchang.m3u8
江西|彭泽综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_pengze.m3u8
江西|永修一套,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_yongxiu.m3u8
江西|庐山综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_lushan.m3u8
江西|武宁综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_wuning.m3u8
江西|万载综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_wanzai.m3u8
江西|分宜综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_fenyi_tv.m3u8
江西|瑞金综合,http://live.mudu.tv/watch/u2udf0.m3u8
福建|东南卫视,http://live.qiyuevod.com/tyoetv/fjtv.php?id=1
福建|海峡卫视,http://live.qiyuevod.com/tyoetv/fjtv.php?id=9
福建|福建综合,http://live.qiyuevod.com/tyoetv/fjtv.php?id=0
福建|福建新闻,http://live.qiyuevod.com/tyoetv/fjtv.php?id=3
福建|福建公共,http://live.qiyuevod.com/tyoetv/fjtv.php?id=2
福建|福建经视,http://live.qiyuevod.com/tyoetv/fjtv.php?id=6
福建|福建文体,http://live.qiyuevod.com/tyoetv/fjtv.php?id=7
福建|福建旅游,http://live.qiyuevod.com/tyoetv/fjtv.php?id=5
福建|福建少儿,http://live.qiyuevod.com/tyoetv/fjtv.php?id=8
福建|福建电视剧,http://live.qiyuevod.com/tyoetv/fjtv.php?id=4
福建|福州新闻,http://live.zohi.tv/video/s10001-fztv-1/index.m3u8
福建|福州生活,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
福建|福州少儿,http://live.zohi.tv/video/s10001-fztv-4/index.m3u8
福建|龙岩综合,http://live.lytv.net.cn/zhpwd/hd/live.m3u8
福建|龙岩公共,http://live.lytv.net.cn/ggpd/sd/live.m3u8
福建|将乐综合,http://218.106.152.196/lsdream/9nbYeUc/1000/live.m3u8
福建|将乐二套,http://218.106.152.196/lsdream/1MKmR5B/2000/live.m3u8
福建|永安综合,http://218.106.152.196/lsdream/x6FnPrm/2000/live.m3u8
福建|霞浦公共,http://218.106.152.196/lsdream/f2Hfjtd/5000/live.m3u8
福建|武夷山综合,http://fjwysdb.chinashadt.com:2036/live/1.stream/playlist.m3u8
福建|武夷山文旅茶,http://fjwysdb.chinashadt.com:2036/live/3.stream/playlist.m3u8
福建|云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8
福建|漳州新闻,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
福建|三明综合,http://stream.smntv.cn/smtv1/sd/live.m3u8
福建|三明公共,http://stream.smntv.cn/smtv2/sd/live.m3u8
福建|厦门第一,http://cctvtxyh5ca.liveplay.myqcloud.com/cstv/xiamen1_2/index.m3u8
陕西|农林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
陕西|陕西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225821/index.m3u8
陕西|陕西一套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226357/1.m3u8
陕西|陕西二套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226358/1.m3u8
陕西|陕西三套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226359/1.m3u8
陕西|陕西四套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226360/1.m3u8
陕西|陕西五套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226361/1.m3u8
陕西|陕西六套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226362/1.m3u8
陕西|陕西七套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226363/1.m3u8
陕西|陕西八套,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226364/1.m3u8
陕西|西安新闻,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226366/1.m3u8
陕西|西安都市,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226367/1.m3u8
陕西|西安商务资讯,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226368/1.m3u8
陕西|西安影视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226369/1.m3u8
陕西|西安丝路,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226370/1.m3u8
陕西|西安教育,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226371/index.m3u8
陕西|保山一套,http://liveynbsdst.chinamcache.com/live/zb01.m3u8?auth_key=1645240615-0-0-
陕西|保山二套,http://liveynbsdst.chinamcache.com/live/zb02.m3u8?auth_key=1645240679-0-0-
陕西|咸阳-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226372/index.m3u8
陕西|延安-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226374/1.m3u8
陕西|延安-2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226375/1.m3u8
陕西|铜川-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226379/1.m3u8
陕西|铜川-2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226380/1.m3u8
陕西|宝鸡-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226383/1.m3u8
陕西|宝鸡-2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226384/1.m3u8
陕西|宁强-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226390/1.m3u8
陕西|宁强-2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226389/1.m3u8
陕西|汉中-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226331/1.m3u8
陕西|汉中-3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225991/index.m3u8
陕西|佛坪-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226454/1.m3u8
陕西|镇巴-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226457/1.m3u8
陕西|略阳-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226322/1.m3u8
陕西|西乡-1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226556/index.m3u8
陕西|榆林-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226377/1.m3u8
陕西|商洛-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226378/1.m3u8
陕西|渭南-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226376/1.m3u8
陕西|安康-1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226385/1.m3u8
甘肃|甘肃都市,http://39.134.32.102:6610/270000001111/1110000324/index.m3u8?IASHttpSessionId=OTT
甘肃|甘肃经济,http://39.134.32.102:6610/270000001111/1110000326/index.m3u8?IASHttpSessionId=OTT
甘肃|甘肃文化影视,http://39.134.32.102:6610/270000001111/1110000323/index.m3u8?IASHttpSessionId=OTT
甘肃|甘肃少儿,http://39.134.32.102:6610/270000001111/1110000327/index.m3u8?IASHttpSessionId=OTT
甘肃|甘肃公共应急,http://39.134.32.102:6610/270000001111/1110000325/index.m3u8?IASHttpSessionId=OTT
甘肃|兰州新闻综合,http://39.134.32.102:6610/270000001111/1110000328/index.m3u8?IASHttpSessionId=OTT
甘肃|兰州生活经济,http://39.134.32.102:6610/270000001111/1110000329/index.m3u8?IASHttpSessionId=OTT
甘肃|兰州文旅频道,http://39.134.32.102:6610/270000001111/1110000330/index.m3u8?IASHttpSessionId=OTT
甘肃|白银公共,http://live.bygd.cn/bygg/sd/live.m3u8
甘肃|白银综合,http://live.bygd.cn/byzh/sd/live.m3u8
甘肃|古浪综合,https://play.kankanlive.com/live/1619400940821967.m3u8
甘肃|金川综合,https://play.kankanlive.com/live/1625041962958919.m3u8
甘肃|礼县综合,https://play.kankanlive.com/live/1621416463200961.m3u8
甘肃|平川综合,https://play.kankanlive.com/live/1621842376245934.m3u8
甘肃|庆阳综合,http://stream.gsqytv.com.cn/xwzh/sd/live.m3u8
甘肃|通渭综合,https://play.kankanlive.com/live/1629944062210970.m3u8
甘肃|西和综合,https://play.kankanlive.com/live/1626051451895935.m3u8
甘肃|舟曲新闻综合,https://play.kankanlive.com/live/1631185650131909.m3u8
云南|云南都市,http://tvlive.ynradio.com/live/yunnandushi/chunks.m3u8
云南|云南康旅,http://tvlive.ynradio.com/live/yunnangonggong/chunks.m3u8
云南|云南娱乐,http://tvlive.ynradio.com/live/yunnanyule/chunks.m3u8
云南|云南少儿,http://tvlive.ynradio.com/live/yunnanshaoer/chunks.m3u8
云南|云南国际,http://tvlive.ynradio.com/live/yunnanguoji/playlist.m3u8
云南|QJTV巧家,http://livebroadcast.ccwb.cn/live/w1593303918254963.m3u8
云南|保山三套,http://liveynbsdst.chinamcache.com/live/zb03.m3u8?auth_key=1645240698-0-0-
云南|峨山电视,http://live.ynurl.com/video/s10034-ESTV/index.m3u8
云南|福贡综合,http://livebroadcast.ccwb.cn/live/w1612505860303999.m3u8
云南|广南电视台,http://live.ynurl.com/video/s10031-gnxgbds/index.m3u8
云南|江川综合,http://live.ynurl.com/video/s10037-JCTV/index.m3u8
云南|金平综合,http://live.ynurl.com/video/s10041-JPTV/index.m3u8
云南|梁河综合,http://live.ynurl.com/video/s10032-lhtv/index.m3u8
云南|陇川综合,http://live.ynurl.com/video/s10027-LCDST/index.m3u8
云南|麻栗坡,http://tvdrs.wsrtv.com.cn:8100/channellive/mlptv.flv
云南|麻栗坡台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8
云南|马关电视台,http://live.ynurl.com/video/s10046-001/index.m3u8
云南|芒市综合,http://live.ynurl.com/video/s10001-mstv1/index.m3u8
云南|蒙自综合,http://live.ynurl.com/video/s10019-mzdst/index.m3u8
云南|怒江新闻综合,http://livebroadcast.ccwb.cn/live/w1620805130988936.m3u8
云南|普洱公共,http://file.pebtv.cn:8101/cms/videos/nmip-media/channellive/channel27/playlist.m3u8
云南|普洱科教,http://file.pebtv.cn:8101/cms/videos/nmip-media/channellive/channel28/playlist.m3u8
云南|普洱新闻综合,http://file.pebtv.cn:8101/cms/videos/nmip-media/channellive/channel12/playlist.m3u8
云南|丘北新闻综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel14/playlist.m3u8
